customerID,complaint,complaint_number
0257-ZESQC,"I have attempted to contact customer support multiple times regarding the internet issues, but I either face long wait times or unhelpful responses. This lack of support is unacceptable.",2
0257-ZESQC,"Despite my complaints, there has been no resolution or compensation for the ongoing internet problems, which is why I ultimately decided to cancel my service.",3
4143-OOBWZ,"The internet service has been extremely inconsistent, with frequent outages and slow speeds, which is unacceptable for fiber optic service.",1
4143-OOBWZ,"I reached out to customer support about my internet issues, but they were unhelpful and did not provide any resolution.",2
4143-OOBWZ,"I feel the monthly charges are too high for the limited services I am receiving, especially since I don't even have access to streaming TV or movies.",3
4816-JBHOV,The internet speed is consistently slow and does not meet my expectations for a DSL connection. This has made it difficult for me to complete basic tasks online.,1
4816-JBHOV,"I attempted to reach customer support about my internet issues, but I was put on hold for an unreasonably long time and did not receive any helpful assistance.",2
4816-JBHOV,"The monthly charges are too high for the limited services I am receiving, especially considering there is no online security, backup, or tech support included.",3
0742-LAFQK,"Despite being a loyal customer for years, my streaming movies service often buffers or experiences interruptions, which is frustrating given the high monthly charges I’m paying. Please resolve this issue immediately.",1
4881-JVQOD,The streaming movies service often buffers and the quality is poor. It's frustrating to pay for a service that doesn't work as expected.,1
4881-JVQOD,"I've tried contacting support for assistance with the streaming issues, but I haven't received a helpful response or resolution. This lack of support is unacceptable.",2
1564-NTYXF,"The streaming movies service constantly buffers and disrupts my viewing experience. Despite paying for fiber optic internet, the connection is not as fast or reliable as expected. This has been a recurring issue, and I'm very frustrated with the lack of resolution.",1
4837-QUSFT,"The streaming TV service often lags or buffers, especially during peak hours, making it frustrating to watch shows. This issue has been ongoing despite having fiber optic internet, which should provide faster speeds.",1
4837-QUSFT,"Even though I signed up for online backup and tech support, I feel like the support team has been slow to address my concerns about my device protection being unavailable. I need a resolution to this gap in service.",2
3374-LXDEV,"The internet service has been extremely unreliable despite paying for a premium Fiber Optic plan. I've experienced frequent outages and slow speeds, which disrupts my work and daily activities.",1
3374-LXDEV,"When I tried reaching out to tech support for assistance, the response was unhelpful and delayed. I expected better support given I'm paying for this service.",2
9412-ARGBX,"The internet speeds on my fiber optic connection have been inconsistent, especially during peak hours, making it difficult for me to work from home effectively.",1
9412-ARGBX,"Despite having tech support included in my plan, it takes far too long to reach a representative, and when I do, the issue is rarely resolved in a timely manner.",2
